id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
002918ae66cc4bc2,disadvantaged,1,0,0,0,0,0
0029541a38c523a0,unburdened,1,0,0,0,0,0
0029b87aa9c7dc4a,oblivious,1,0,0,0,0,0
002a13f2896596fa,gone,1,0,0,0,0,0
002a6beca33307b3,wobbling,1,0,0,0,0,0
002b90cc8a94c76b,suspected,1,0,0,0,0,0
002c9cccf2f1d05b,chagrin,1,0,0,0,0,0
002d6c9d9f85e81f,demote,1,0,0,0,0,0
002e2d3db2b597c4,snub,1,0,0,0,0,0
002f0e29c60807b1,belittle,1,0,0,0,0,0
0030614cfd96d9d1,flummoxed,1,0,0,0,0,0
00316bcc0d1bc6e0,musing,1,0,0,0,0,0
003217c3eb469ba9,absent,1,0,0,0,0,0
00328eadb85b3010,circumvented,1,0,0,0,0,0
0033b9d5ccd499fb,licked,1,0,0,0,0,0
0034065c7b12a7a2,overthrown,1,0,0,0,0,0
00349c6325526c11,subjugated,1,0,0,0,0,0
0034d7c78cfa6dee,trounced,1,0,0,0,0,0
0035d638ba684122,undone,1,0,0,0,0,0
0036621e4c7e10b5,harassed,1,0,0,0,0,0
0036e50f42d0b679,disarranged,1,0,0,0,0,0
0037e59caead9dab,awakened,1,0,0,0,0,0
0037fe4f8f5cdcfb,inflamed,1,0,0,0,0,0
0038d1dc2ad29469,out to lunch,1,0,0,0,0,0
0038f191ffc93d75,psycho,1,0,0,0,0,0
003910ffa2f50517,exercised,1,0,0,0,0,0
00397b264deba890,shook,1,0,0,0,0,0
003a19c04c079bf7,shame,1,0,0,0,0,0
003b9f448ee4a29d,infatuated,1,0,0,0,0,0
003bd094feef5263,berate,1,0,0,0,0,0
003caacc6ce6c9e9,devalue,1,0,0,0,0,0
003d77a20601cec1,disable,1,0,0,0,0,0
003dbd1b9b354c1f,lowered,1,0,0,0,0,0
003f698d06c9b180,demoted,1,0,0,0,0,0
003fa0c68deca750,dishonored,1,0,0,0,0,0
0040017ef6277334,mocked,1,0,0,0,0,0
004176f28a17bf45,affronted,1,0,0,0,0,0
0044cf18cc2655b3,ridiculed,1,0,0,0,0,0
00472b8e2d38d1ea,slandered,1,0,0,0,0,0
00480b6e1f19601b,slighted,1,0,0,0,0,0
0048de0c9422f64f,vilified,1,0,0,0,0,0
0048e4ed8a0af433,domesticated,1,0,0,0,0,0
004a23742282fee4,taught,1,0,0,0,0,0
004a789c03eda830,astringent,1,0,0,0,0,0
004af8a71399a4dc,disarrayed,1,0,0,0,0,0
004b073d5b456b15,scrambled,1,0,0,0,0,0
004b103182fb1eab,reviled,1,0,0,0,0,0
004b975fabbbffa9,deprave,1,0,0,0,0,0
004b97c80705a548,cripple,1,0,0,0,0,0
004d07d94cb92e35,castigate,1,0,0,0,0,0
004d912a00f79c89,chastise,1,0,0,0,0,0
004de318396bbf8b,chide,1,0,0,0,0,0
004e59705689a5ed,discipline,1,0,0,0,0,0
004f5608984d99f1,rebuke,1,0,0,0,0,0
004f6dbe69f3545d,reprimand,1,0,0,0,0,0
004f981460421bdf,reproach,1,0,0,0,0,0
004fb9f655230909,reprove,1,0,0,0,0,0
004fd4fb5c47c29f,scold,1,0,0,0,0,0
0050cb3bc226f94e,upbraid,1,0,0,0,0,0
00510c3d06745849,checkmate,1,0,0,0,0,0
00521847b93eba3b,override,1,0,0,0,0,0
0052a7e684beeb1a,worst,1,0,0,0,0,0
005306a4c109dab3,admonish,1,0,0,0,0,0
00537730daf8c5f1,valuing,1,0,0,0,0,0
0053978373606ba4,judgment,1,0,0,0,0,0
0053bab79133c0fc,opinion,1,0,0,0,0,0
00548d029d7f4783,forbid,1,0,0,0,0,0
00548f16a392d8ed,recant,1,0,0,0,0,0
0055208c660f7894,sacrifice,1,0,0,0,0,0
00562e78e0b34102,taboo,1,0,0,0,0,0
0057b7710cb5ebb2,credit,1,0,0,0,0,0
0057e30091cf3e81,incompatibilities,1,0,0,0,0,0
00582dcd527c8d7d,aloofness,1,0,0,0,0,0
00584d887401f47b,strangeness,1,0,0,0,0,0
00585c1da10b448b,exclude,1,0,0,0,0,0
00587c559177dcf2,out of it,1,0,0,0,0,0
005b214511a69b4b,unorganized,1,0,0,0,0,0
005ba6af463ab6cf,askew,1,0,0,0,0,0
005cec874506e9d9,bowed,1,0,0,0,0,0
005de39c51ef844a,buckled,1,0,0,0,0,0
005e2ae8f864f76c,hunchbacked,1,0,0,0,0,0
005e6b1369cbe377,ill-made,1,0,0,0,0,0
005eb6d31a8d821e,disown,1,0,0,0,0,0
005ed4dfecd86188,disavow,1,0,0,0,0,0
005f59485fcddeb0,begrudge,1,0,0,0,0,0
005fb1983ff191e9,counteracts,1,0,0,0,0,0
0060062dd4db5195,disclaims,1,0,0,0,0,0
00604eb295a1dbf2,negatives,1,0,0,0,0,0
0060c5c9030b2d14,opposes,1,0,0,0,0,0
0060ef190ee10720,contradiction,1,0,0,0,0,0
006120d209a4a46c,declination,1,0,0,0,0,0
0061b075244dd234,disclaimer,1,0,0,0,0,0
00637960a7ec3436,disproof,1,0,0,0,0,0
0063a8786a7034fc,negation,1,0,0,0,0,0
0063dd8f202a698a,renouncement,1,0,0,0,0,0
0063f66706c20dfa,repudiation,1,0,0,0,0,0
0063f77040fbc7d4,out of shape,1,0,0,0,0,0
006493e4e9c89cab,upturned,1,0,0,0,0,0
0066dcf7d9ecd360,not talkative,1,0,0,0,0,0
006774d59329b7bd,dilute,1,0,0,0,0,0
006854d70298693e,breakable,1,0,0,0,0,0
00686325bcc16080,done,1,0,0,0,0,0
0069bf2d6881ad29,follow,1,0,0,0,0,0
0069e6d57a3beb51,question,1,0,0,0,0,0
006a263a08b593c5,incident,1,0,0,0,0,0
006a4cdda4960588,friable,1,0,0,0,0,0
006a4e493b506d1e,attendant,1,0,0,0,0,0
006b77d41eb4bc08,downside-up,1,0,0,0,0,0
006b888560bcdfcd,all over the place,1,0,0,0,0,0
006b94add72ed61c,out of place,1,0,0,0,0,0
006ca45465868e64,stirred up,1,0,0,0,0,0
006cf8c9f4cc4d57,tampered-with,1,0,0,0,0,0
006d11791d76b9f3,digressive,1,0,0,0,0,0
006de7a80921e04b,piecemeal,1,0,0,0,0,0
006e87872c8b370c,disfigured,1,0,0,0,0,0
006eaaaca322e12d,periphrastic,1,0,0,0,0,0
006f2c1459f3b6b1,abstracted,1,0,0,0,0,0
006fc8cfaa4faf0b,far between,1,0,0,0,0,0
006fda507acd9769,bested,1,0,0,0,0,0
007094f2f9efe035,taken,1,0,0,0,0,0
0071cd1ca07040ab,indulgence,1,0,0,0,0,0
0073059e6433db47,failure,1,0,0,0,0,0
00733f0a4a58cf42,mere,1,0,0,0,0,0
00744c2f77391702,abstinent,1,0,0,0,0,0
0074b307c2d9a100,bridled,1,0,0,0,0,0
007571394afafcb5,inabilities,1,0,0,0,0,0
007810bde7d6ebd4,standoff,1,0,0,0,0,0
007a5055c23cc5a6,close-mouthed,1,0,0,0,0,0
007bbfa4da2bc32d,spoken for,1,0,0,0,0,0
007bc29766a43e3c,disengaged,1,0,0,0,0,0
007db1f1477ea977,asocial,1,0,0,0,0,0
007e1e47cd0e2fec,stuck-up,1,0,0,0,0,0
007ecbb379c4a861,inability,1,0,0,0,0,0
007f127033d66db5,impression,1,0,0,0,0,0
007f1839ada915e6,thinking,1,0,0,0,0,0
00803f08f55bdcad,appreciation,1,0,0,0,0,0
008198c5a9d85a8e,conjecture,1,0,0,0,0,0
00822d0d01752c7e,guess,1,0,0,0,0,0
0082b4b42b3f07a1,cruelty,1,0,0,0,0,0
0082b5a7b4a67da2,harshness,1,0,0,0,0,0
008344a80c43b8c9,meanness,1,0,0,0,0,0
0083790fbfe5014d,relish,1,0,0,0,0,0
0083ead5c8afc356,impartiality,1,0,0,0,0,0
0084d905b6f19f2b,justice,1,0,0,0,0,0
0086998b34865f93,criticism,1,0,0,0,0,0
0087c131ccffe160,disobedience,1,0,0,0,0,0
00882ab8cfa42274,coldness,1,0,0,0,0,0
008a1e9c45de8138,admiration,1,0,0,0,0,0
008a856f6691e051,fancies,1,0,0,0,0,0
008a990457283850,abrogate,1,0,0,0,0,0
008d3702b1ad0465,counteract,1,0,0,0,0,0
008e0818dde894fb,counterpoise,1,0,0,0,0,0
008e2acf5bcf4be4,outweigh,1,0,0,0,0,0
008f1b06428778fe,differ,1,0,0,0,0,0
008f22e7b58e559b,disclaim,1,0,0,0,0,0
008f93320e3661b8,negate,1,0,0,0,0,0
008faa76dd3eb890,challenged,1,0,0,0,0,0
008fdd0ca51cdadc,counteracted,1,0,0,0,0,0
00905910dcbcc8aa,dared,1,0,0,0,0,0
00908f946bd2fd05,disclaimed,1,0,0,0,0,0
0090c1f0788dd0e9,impugned,1,0,0,0,0,0
0091798f05a311af,negatived,1,0,0,0,0,0
0091aec11b57d12e,bucking,1,0,0,0,0,0
0092f0871cc66dbc,counteracting,1,0,0,0,0,0
009371b0ef213487,disclaiming,1,0,0,0,0,0
009565ee1bc64e68,disproving,1,0,0,0,0,0
0095756047a71716,controverted,1,0,0,0,0,0
00957fadc476d7d9,explode,1,0,0,0,0,0
00958dec64c33224,controvert,1,0,0,0,0,0
00961bcaadd6a278,contravene,1,0,0,0,0,0
0097b052f0b68a96,represses,1,0,0,0,0,0
0097dd5c29bf7a15,deadpan,1,0,0,0,0,0
009820fe28cd24dc,screwed,1,0,0,0,0,0
0098257c6952c9e3,tightened,1,0,0,0,0,0
009a3333aa4ac011,unattached,1,0,0,0,0,0
009a52daa8dbb767,hitched,1,0,0,0,0,0
009a6b3e571ee155,adamantine,1,0,0,0,0,0
009b3b15f1ada72f,hardheaded,1,0,0,0,0,0
009cb63b1bd5daf9,denial,1,0,0,0,0,0
009ce66bcd5de288,disavowal,1,0,0,0,0,0
009d0fe5e7ee720a,refutation,1,0,0,0,0,0
009df88828f523c4,insular,1,0,0,0,0,0
009e3f1c0c757e43,diminished,1,0,0,0,0,0
00a00eb46f78b1d2,decayed,1,0,0,0,0,0
00a1aabcab9d44a0,misused,1,0,0,0,0,0
00a20f187531df59,cursed,1,0,0,0,0,0
00a216c00b90ce88,harmed,1,0,0,0,0,0
00a3073791a5feaa,peeved,1,0,0,0,0,0
00a317acddff8a62,virtuous,1,0,0,0,0,0
00a330961879175c,emotionless,1,0,0,0,0,0
00a5394e626e72c6,formal,1,0,0,0,0,0
00a54f5b8d29a2b7,teary,1,0,0,0,0,0
00a656a81c6f0903,anathematized,1,0,0,0,0,0
00a66540b2a66bb4,blooming,1,0,0,0,0,0
00a6754c92b4af4f,condemned,1,0,0,0,0,0
00a7d82371e10c5d,tearful,1,0,0,0,0,0
00a8fa03349203fb,weeping,1,0,0,0,0,0
00a981826dc7c952,unwelcoming,1,0,0,0,0,0
00a98913b0b8ba34,long-faced,1,0,0,0,0,0
00a9d33dea92c45c,reputable,1,0,0,0,0,0
00ab1b314832a2d9,repulsive,1,0,0,0,0,0
00ab65775c601cf9,chilled,1,0,0,0,0,0
00aba7c4e1446fd5,grounded,1,0,0,0,0,0
00ac1b5af6c85483,hampered,1,0,0,0,0,0
00aca5068fb3fd6c,immured,1,0,0,0,0,0
00ad06b94e4aafd2,incarcerated,1,0,0,0,0,0
00ad34e7cb085421,invalided,1,0,0,0,0,0
00ada3413dc2d942,dying,1,0,0,0,0,0
00ae18e87c2d9083,sinking,1,0,0,0,0,0
00ae1b3f651b07fe,impoverished,1,0,0,0,0,0
00ae7def4f2df069,saddened,1,0,0,0,0,0
00afb4dec99a231f,dismal,1,0,0,0,0,0
00b07ded761b2cbd,unmoved,1,0,0,0,0,0
00b1930313ca7a1c,unswayed,1,0,0,0,0,0
00b211fa0c65d328,grovelling,1,0,0,0,0,0
00b25b1226d6c6b2,just,1,0,0,0,0,0
00b2924708445da2,upright,1,0,0,0,0,0
00b47f6c58c6fe6a,chastened,1,0,0,0,0,0
00b559d4105efdc9,degenerate,1,0,0,0,0,0
00b77cb600c897b4,abhorred,1,0,0,0,0,0
00b826c2fa43d8d3,accursed,1,0,0,0,0,0
00b8e7ea2fc02b12,balked,1,0,0,0,0,0
00b984b355cc9754,wasting,1,0,0,0,0,0
00b9c08a7c708e0a,disciplined,1,0,0,0,0,0
00b9f6b033b31ccf,impersonal,1,0,0,0,0,0
00bb215d07a16712,nonpartisan,1,0,0,0,0,0
00bb617b7faeb50a,involved,1,0,0,0,0,0
00bc09a581d1cb61,moved,1,0,0,0,0,0
00be7dcac98dc95d,commodious,1,0,0,0,0,0
00bef5aca1e725ca,becoming,1,0,0,0,0,0
00bf0cb1048b5212,thriving,1,0,0,0,0,0
00c0b8ed05ed7833,well-to-do,1,0,0,0,0,0
00c0ba596a61d32d,impossible,1,0,0,0,0,0
00c1b6962307c80e,trying,1,0,0,0,0,0
00c1c8d3384b48ff,exhausting,1,0,0,0,0,0
00c246870afee760,easeful,1,0,0,0,0,0
00c381d0018beaf3,unfitting,1,0,0,0,0,0
00c3bd1c292370e8,seasonable,1,0,0,0,0,0
00c3ce53cd972be0,disillusioned,1,0,0,0,0,0
00c41d6b52961339,frustrated,1,0,0,0,0,0
00c4333dc9f6b997,thwarted,1,0,0,0,0,0
00c438b052cc0f26,worsted,1,0,0,0,0,0
00c49503b35bb572,displeased,1,0,0,0,0,0
00c49e155f04e897,nauseated,1,0,0,0,0,0
00c5213d8f396507,repulsed,1,0,0,0,0,0
00c59720428c985a,revolted,1,0,0,0,0,0
00c73c02b643115a,satiated,1,0,0,0,0,0
00cad54d1045f2ee,scandalized,1,0,0,0,0,0
00cb5743d3cf0645,joyless,1,0,0,0,0,0
00cbb1984f9059f8,lowering,1,0,0,0,0,0
00cc7f0622962160,overcast,1,0,0,0,0,0
00cce3996a16c116,can't complain,1,0,0,0,0,0
00cce3f7ede553a0,pleased as punch,1,0,0,0,0,0
00ce37bb7409f9eb,tickled pink,1,0,0,0,0,0
00ced92ee28c7ee8,blissful,1,0,0,0,0,0
00cf6d6ea4e7d4e8,insouciant,1,0,0,0,0,0
00d08f350398a2b9,complaining,1,0,0,0,0,0
00d1d2f4f247d472,impelled,1,0,0,0,0,0
00d1e7e4668d787f,intent,1,0,0,0,0,0
00d1f0e112b4b3c1,necessitated,1,0,0,0,0,0
00d25c1c69a8191b,obliged,1,0,0,0,0,0
00d2f16b32dc37e2,pledged,1,0,0,0,0,0
00d300b2a1d61c1c,pressed,1,0,0,0,0,0
00d429d337eaa672,required,1,0,0,0,0,0
00d4df6d9eaac12e,urged,1,0,0,0,0,0
00d6a7cdec761b40,authoritarian,1,0,0,0,0,0
00d6de7d43a29069,doomed,1,0,0,0,0,0
00d785d768a2dba7,together,1,0,0,0,0,0
00d7a73eb033ee5e,have one's act together,1,0,0,0,0,0
00d81d8eaceba607,not turn a hair,1,0,0,0,0,0
00d8423777216015,sure of oneself,1,0,0,0,0,0
00d8def7111797e6,trivial,1,0,0,0,0,0
00da1b5709d4c01e,circumscribed,1,0,0,0,0,0
00da24b316a18a97,quick-and-dirty,1,0,0,0,0,0
00da6b8028a26401,clearheaded,1,0,0,0,0,0
00db176890cd71bf,contracted,1,0,0,0,0,0
00dbfbe1f475c906,apprenticed,1,0,0,0,0,0
00dc0760994133ff,hardy,1,0,0,0,0,0
00dcf539dd64e23e,challenge,1,0,0,0,0,0
00dd4dc74983cf38,unintelligent,1,0,0,0,0,0
00dd7b5703890ebc,horrible,1,0,0,0,0,0
00dda32b016cec96,confronted,1,0,0,0,0,0
00de54018e098f1b,impugn,1,0,0,0,0,0
00df547255310b53,benevolent,1,0,0,0,0,0
00e0d3f34d4c0ce4,contending,1,0,0,0,0,0
00e1a60ba82afef4,unperturbed,1,0,0,0,0,0
00e26eea336e8bb1,counterfeit,1,0,0,0,0,0
00e27a6be7a1f8cb,one,1,0,0,0,0,0
00e3110f4ff4144f,strict,1,0,0,0,0,0
00e3d92fb826eceb,erroneous,1,0,0,0,0,0
00e5404d42483c48,pretended,1,0,0,0,0,0
00e62b211fe9b9d2,refused,1,0,0,0,0,0
00e68a4425303f07,routine,1,0,0,0,0,0
00e6bb8677d8ee6d,misunderstood,1,0,0,0,0,0
00e729fdd5dbb85b,anticlimactic,1,0,0,0,0,0
00e74cad68ffbfc6,going,1,0,0,0,0,0
00e769033b3844a7,inessential,1,0,0,0,0,0
00e77df849456d99,fluent,1,0,0,0,0,0
00e9a20c61f96b13,jazzed,1,0,0,0,0,0
00e9db54d1e315eb,teachable,1,0,0,0,0,0
00eb157eca0d3538,tighten,1,0,0,0,0,0
00eb6533c271bc85,fail,1,0,0,0,0,0
00eb79b53b55adb2,undermine,1,0,0,0,0,0
00ec25ee9f856104,unfasten,1,0,0,0,0,0
00ed5cca8c8cfe00,mysterious,1,0,0,0,0,0
00ed5db0f9814e1f,not happy,1,0,0,0,0,0
00ee2489cd2a6fb6,well-behaved,1,0,0,0,0,0
00ef2984561935dc,distasteful,1,0,0,0,0,0
00ef2cfcedd7d888,considered,1,0,0,0,0,0
00ef397f0d9e599a,unmindful,1,0,0,0,0,0
00efe5b4ea0efdd9,imbalanced,1,0,0,0,0,0
00f07769124c44b3,indirect,1,0,0,0,0,0
00f0a2af234e1950,unlike,1,0,0,0,0,0
00f0efc07027e927,adherent,1,0,0,0,0,0
00f16be4cb3b935c,parsimonious,1,0,0,0,0,0
00f16e6ae4e7d32a,brittle,1,0,0,0,0,0
00f1df23d1679c95,disallow,1,0,0,0,0,0
00f2ada74d2e09ac,meaningful,1,0,0,0,0,0
00f2b8bc9915c115,inarticulate,1,0,0,0,0,0
00f2f8d0d4fb77d5,delimited,1,0,0,0,0,0
00f301a983b75dfa,craving,1,0,0,0,0,0
00f30a41780face6,hankering,1,0,0,0,0,0
00f35913b9cdff7d,longing,1,0,0,0,0,0
00f3aa414f74de2d,wishful,1,0,0,0,0,0
00f5698b82d74156,grasping,1,0,0,0,0,0
00f59a92085d27ab,flabbergasted,1,0,0,0,0,0
00f5d48d25fcd50e,enamored,1,0,0,0,0,0
00f6452ad1f893f1,stimulated,1,0,0,0,0,0
00f7405ed0948103,laborious,1,0,0,0,0,0
00f84ff64cc93b6e,unsociable,1,0,0,0,0,0
00f9c3fa802dbd57,spartan,1,0,0,0,0,0
00fa6072f2eb086b,unskilled,1,0,0,0,0,0
00fad81c9e87dfe0,get,1,0,0,0,0,0
00fc6e858f03197d,unnecessary,1,0,0,0,0,0
00fc9cea87bcb9bc,inexpressive,1,0,0,0,0,0
00fd5ba387c6793e,offish,1,0,0,0,0,0
00fe15080f2ac9b3,defended,1,0,0,0,0,0
00fe636fa72226e5,grasp,1,0,0,0,0,0
00ff41da3e313991,dropping,1,0,0,0,0,0
01005c52e2594556,apprehend,1,0,0,0,0,0
0101156affa4e54c,sever,1,0,0,0,0,0
01046493536406d2,depart,1,0,0,0,0,0
0104dcedd9e32948,mean business,1,0,0,0,0,0
010551d88d37fc65,surrenders,1,0,0,0,0,0
01076f023a99d133,ingrained,1,0,0,0,0,0
01085056366ac31a,rooted,1,0,0,0,0,0
01091ea5e87a04a9,trained,1,0,0,0,0,0
0109a30ed4bf255d,foreign,1,0,0,0,0,0
0109d5a4788850f7,unalterable,1,0,0,0,0,0
0109e81b7ab2b70e,predetermined,1,0,0,0,0,0
010c346c092c4060,staggered,1,0,0,0,0,0
010eacf6e6739cd2,stumped,1,0,0,0,0,0
010ecf924c0dfe2c,stupefied,1,0,0,0,0,0
010f3443a2209b7a,concomitant,1,0,0,0,0,0
010f618b6d3b8583,owing,1,0,0,0,0,0
0110531ec939f4f1,disaffected,1,0,0,0,0,0
01113aece2e95a73,rebel,1,0,0,0,0,0
0113fabbf6828fee,cleared,1,0,0,0,0,0
0114be16f0d4fce3,relieve,1,0,0,0,0,0
0114ddd9c920a218,blame,1,0,0,0,0,0
01151c40e5d59fe0,censure,1,0,0,0,0,0
01158c10be84878a,punish,1,0,0,0,0,0
01166f26ee280e56,invalidate,1,0,0,0,0,0
0116dc0c1e6d20cd,protest,1,0,0,0,0,0
01176f578d6e5b55,feigned,1,0,0,0,0,0
011813b36dadcbe1,reeling,1,0,0,0,0,0
01193e9e851db130,advised,1,0,0,0,0,0
0119d1da26efff4f,pondered,1,0,0,0,0,0
011c5f909f6956d2,healthy-looking,1,0,0,0,0,0
011cc194d139426c,pale red,1,0,0,0,0,0
011d0c0a6c8e5765,bewildered,1,0,0,0,0,0
011e1806af9f1862,discombobulated,1,0,0,0,0,0
011e2c96cfa8a055,piqued,1,0,0,0,0,0
011facc02ab812e7,tormented,1,0,0,0,0,0
012028e3bdaedd1b,provoked,1,0,0,0,0,0
01208d2b76624130,sagging,1,0,0,0,0,0
01208f83acbdc6b2,deterred,1,0,0,0,0,0
012158a8030c1bd0,corrupted,1,0,0,0,0,0
0122aba9f97885cd,debauched,1,0,0,0,0,0
0122c832da34ecc6,fallen,1,0,0,0,0,0
01240081236cbbea,retrograde,1,0,0,0,0,0
0124eae2c0409f26,dampened,1,0,0,0,0,0
01255d36462a328c,reddish,1,0,0,0,0,0
01257f226e21d25a,weighed,1,0,0,0,0,0
0125f95ac41f6cea,uncovered,1,0,0,0,0,0
0126be72d219cb6d,effected,1,0,0,0,0,0
0126fffcd40e338f,attending,1,0,0,0,0,0
0127241dc11006b4,watching,1,0,0,0,0,0
01273b6ed7bd5ab0,entrenched,1,0,0,0,0,0
012774df29ab567e,fazed,1,0,0,0,0,0
01299c922a2310c1,curbed,1,0,0,0,0,0
012a75d7f2bb069e,reclusive,1,0,0,0,0,0
012b305351d49596,judged,1,0,0,0,0,0
012cac13e9d4dbd5,taciturn,1,0,0,0,0,0
012d059ecf3c421b,misled,1,0,0,0,0,0
012d67f33df12fe5,scrappy,1,0,0,0,0,0
012db3deb39d94ca,antithesis,1,0,0,0,0,0
012e5440e4719d96,contradistinction,1,0,0,0,0,0
012e5aac611eb91f,difference,1,0,0,0,0,0
012e80c3e008d7b2,dissension,1,0,0,0,0,0
012edfca8b3fa98c,incongruity,1,0,0,0,0,0
013004b25c95612e,respect,1,0,0,0,0,0
0131ac65a61b2979,converse,1,0,0,0,0,0
01321f16670e3710,unknowledgeable,1,0,0,0,0,0
013280ab92bbdc16,dissent,1,0,0,0,0,0
0132912330421bc5,dissidence,1,0,0,0,0,0
01358bff1d2a9d73,disunion,1,0,0,0,0,0
013772f0bacb41b7,squabble,1,0,0,0,0,0
01389dc7e054bfe5,words,1,0,0,0,0,0
013ad5246f4b953b,unfamiliar,1,0,0,0,0,0
013bd808a6d3d69b,take the edge off,1,0,0,0,0,0
013c1a43411c5f9a,unapproachable,1,0,0,0,0,0
013d17a8b342f501,uncommunicative,1,0,0,0,0,0
013d284ed9942e91,unobjectionable,1,0,0,0,0,0
01402c8ac88fa9de,cultivated,1,0,0,0,0,0
0141bcdf68c13b91,aerate,1,0,0,0,0,0
01436319ac88aeca,expose,1,0,0,0,0,0
01436c44af3f5cc6,apart,1,0,0,0,0,0
0144a62d90f62f89,cold fish,1,0,0,0,0,0
0145083c09c3458c,forbidding,1,0,0,0,0,0
014613567783bc82,hard-hearted,1,0,0,0,0,0
0147483e3a680fb8,lone wolf,1,0,0,0,0,0
0148167918cc8827,putting on airs,1,0,0,0,0,0
0149abcca732f2e7,stuck up,1,0,0,0,0,0
0149fb25bf41f4ca,quarrelsome,1,0,0,0,0,0
0149fe8995daab8c,testy,1,0,0,0,0,0
014ab157b6991c99,juncture,1,0,0,0,0,0
014ab690e47d9199,spoiled,1,0,0,0,0,0
014b44616d8cb457,waggling,1,0,0,0,0,0
014bb932bd289352,deteriorated,1,0,0,0,0,0
014c96f873db11ff,diluted,1,0,0,0,0,0
014d00c8f2a76df4,sham,1,0,0,0,0,0
014f50b1f448cb2d,aimless,1,0,0,0,0,0
0150b1ffd804dc7e,purposeless,1,0,0,0,0,0
0150d88b4062f684,shallow,1,0,0,0,0,0
01513d378cb84f20,unsystematic,1,0,0,0,0,0
0152f55962c4f707,separate,1,0,0,0,0,0
01536041ca06f2ae,uncomfortable,1,0,0,0,0,0
0153f485f714ae70,rattling,1,0,0,0,0,0
